"name","pos","sourceName","name_espn","team_espn","positionRank","overallRank","points","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds"
"CODYPARKEY","K","espn","Cody Parkey","CLE",46,558,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDANGAY","K","espn","Jordan Gay","BUF",47,559,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KYLEBRINDZA","K","espn","Kyle Brindza","NYJ",48,560,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DETROITLIONS","DST","espn","Detroit Lions","DET",1,4,"97.2",0,0,0,0,0,0,0,0,0,0,0
"MINNESOTAVIKINGS","DST","espn","Minnesota Vikings","MIN",2,9,"96.1",0,0,0,0,0,0,0,0,0,0,0
"JACKSONVILLEJAGUARS","DST","espn","Jacksonville Jaguars","JAC",3,17,"92.4",0,0,0,0,0,0,0,0,0,0,0
"NEWENGLANDPATRIOTS","DST","espn","New England Patriots","NE",4,19,"92.3",0,0,0,0,0,0,0,0,0,0,0
"PITTSBURGHSTEELERS","DST","espn","Pittsburgh Steelers","PIT",5,21,"91.7",0,0,0,0,0,0,0,0,0,0,0
"ATLANTAFALCONS","DST","espn","Atlanta Falcons","ATL",6,23,"90.6",0,0,0,0,0,0,0,0,0,0,0
"NEWYORKGIANTS","DST","espn","New York Giants","NYG",7,32,"88.7",0,0,0,0,0,0,0,0,0,0,0
"INDIANAPOLISCOLTS","DST","espn","Indianapolis Colts","IND",8,33,"88.6",0,0,0,0,0,0,0,0,0,0,0
"PHILADELPHIAEAGLES","DST","espn","Philadelphia Eagles","PHI",9,35,"87.5",0,0,0,0,0,0,0,0,0,0,0
"CHICAGOBEARS","DST","espn","Chicago Bears","CHI",10,37,"87.4",0,0,0,0,0,0,0,0,0,0,0
"SANDIEGOCHARGERS","DST","espn","San Diego Chargers","SD",11,40,"85.7",0,0,0,0,0,0,0,0,0,0,0
"WASHINGTONREDSKINS","DST","espn","Washington Redskins","WAS",12,46,"82.5",0,0,0,0,0,0,0,0,0,0,0
"TENNESSEETITANS","DST","espn","Tennessee Titans","TEN",13,47,"82.2",0,0,0,0,0,0,0,0,0,0,0
"MIAMIDOLPHINS","DST","espn","Miami Dolphins","MIA",14,48,"82.2",0,0,0,0,0,0,0,0,0,0,0
"SANFRANCISCO49ERS","DST","espn","San Francisco 49ers","SF",15,62,"74.7",0,0,0,0,0,0,0,0,0,0,0
"CLEVELANDBROWNS","DST","espn","Cleveland Browns","CLE",16,68,"71.2",0,0,0,0,0,0,0,0,0,0,0
"DALLASCOWBOYS","DST","espn","Dallas Cowboys","DAL",17,72,"68.9",0,0,0,0,0,0,0,0,0,0,0
"NEWORLEANSSAINTS","DST","espn","New Orleans Saints","NO",18,104,"54.1",0,0,0,0,0,0,0,0,0,0,0
"DENVERBRONCOS","DST","espn","Denver Broncos","DEN",19,283,"141.5",0,0,0,0,0,0,0,0,0,0,0
"CINCINNATIBENGALS","DST","espn","Cincinnati Bengals","CIN",20,323,"123.1",0,0,0,0,0,0,0,0,0,0,0
"CAROLINAPANTHERS","DST","espn","Carolina Panthers","CAR",21,325,"122.7",0,0,0,0,0,0,0,0,0,0,0
"GREENBAYPACKERS","DST","espn","Green Bay Packers","GB",22,329,"121",0,0,0,0,0,0,0,0,0,0,0
"ARIZONACARDINALS","DST","espn","Arizona Cardinals","ARZ",23,334,"120.1",0,0,0,0,0,0,0,0,0,0,0
"SEATTLESEAHAWKS","DST","espn","Seattle Seahawks","SEA",24,343,"117.7",0,0,0,0,0,0,0,0,0,0,0
"NEWYORKJETS","DST","espn","New York Jets","NYJ",25,351,"116.3",0,0,0,0,0,0,0,0,0,0,0
"BUFFALOBILLS","DST","espn","Buffalo Bills","BUF",26,354,"114.3",0,0,0,0,0,0,0,0,0,0,0
"OAKLANDRAIDERS","DST","espn","Oakland Raiders","OAK",27,356,"113.6",0,0,0,0,0,0,0,0,0,0,0
"HOUSTONTEXANS","DST","espn","Houston Texans","HOU",28,357,"113.4",0,0,0,0,0,0,0,0,0,0,0
"KANSASCITYCHIEFS","DST","espn","Kansas City Chiefs","KC",29,358,"113.4",0,0,0,0,0,0,0,0,0,0,0
"STLOUISRAMS","DST","espn","St. Louis Rams","STL",30,362,"112",0,0,0,0,0,0,0,0,0,0,0
"TAMPABAYBUCCANEERS","DST","espn","Tampa Bay Buccaneers","TB",31,391,"103",0,0,0,0,0,0,0,0,0,0,0
"BALTIMORERAVENS","DST","espn","Baltimore Ravens","BAL",32,394,"100.3",0,0,0,0,0,0,0,0,0,0,0
